Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2025-09-05,12299.72,12427.65,12284.14,12313.1,10813835
2025-09-08,12364.57,12503.6,12362.27,12499.53,5787909
2025-09-09,12537.13,12549.77,12316.06,12369.29,7002323
2025-09-10,12313.97,12316.18,12100.93,12248.52,10310950
2025-09-11,12293.04,12353.75,12228.72,12348.91,6487905
2025-09-12,12339.69,12369.79,12219.45,12235.58,6882806
2025-09-15,12275.98,12419.47,12275.98,12386.94,6348817
2025-09-16,12450.51,12456.07,12247.21,12247.21,9492167
2025-09-17,12297.72,12297.72,12119.59,12155.44,8522908
2025-09-18,12166.8,12221,12139.35,12171.05,8497208
2025-09-19,12191.78,12237.39,12056.97,12122.68,15511114
2025-09-22,12204.39,12204.39,12008.86,12087.6,7718074
2025-09-23,12113.68,12204.09,12113.68,12145.47,6638043.9710844
2025-09-24,12134.12,12169.02,12046.2,12106.86,5524019
2025-09-25,12153.58,12154.78,12004.7,12048.25,5847841
2025-09-26,12050.86,12089,11987.79,12089,5193290
2025-09-29,12108.43,12131.09,12008.77,12057,4593074
2025-09-30,12077.51,12077.51,11967.38,12048.78,9378498
2025-10-01,12025.13,12108.78,11975.14,12096.79,5878579
2025-10-02,12167.38,12303.35,12167.38,12254.16,9860799
2025-10-03,12306.49,12395.75,12301.84,12389.97,7021285
2025-10-06,12432.72,12542.91,12265.76,12285.31,6209958
2025-10-07,12333.98,12338.51,12231.01,12274.01,6275912
2025-10-08,12273.75,12342.3,12241.33,12331.49,7201827
2025-10-09,12354.65,12374.25,12205.34,12209.17,9846500
2025-10-10,12190.17,12215.02,12087.87,12194.26,5889123
2025-10-13,12119.17,12152.93,12065.04,12133.7,7590685
2025-10-14,12102.58,12102.58,11890.9,11999.96,8336663
2025-10-15,12051.42,12270.26,12047.02,12270.26,11502058
2025-10-16,12303.98,12330.56,12156.08,12191.92,6351353
2025-10-17,12177.84,12182.41,12028.9,12179.01,5430750
